row_id;bin;borough;neighborhood;zipcode;map_pluto_bbl;bldgclass;bldgclass_group;landuse;landuse_label;centroid_lon;centroid_lat;numfloors;height_roof;construction_year;ground_elevation;shape_area;distance_to_sidewalk_m;delivery_point_source;amr_accessibility_probability_estimated;amr_index_estimated
14078;1044726;Manhattan;Upper East Side-Lenox Hill-Roosevelt Island;Unknown;1014400038;C5;C;2;Multi-family walk-up;-73.95995046;40.76430142;4;46.1703601;1910;49;258.9375;1.406254609;addresspoint;0.218990023;21.89900228
14079;1062496;Manhattan;Washington Heights (South);Unknown;1021080009;S3;S;4;Mixed residential/commercial;-73.94046924;40.83280857;3;46.50791538;1899;148;124.4726563;3.802478208;addresspoint;0.518583321;51.85833212
14080;1081109;Manhattan;East Harlem (North);Unknown;1017600001;D9;D;3;Multi-family elevator;-73.93704465;40.81302167;13;119.18;1947;14;;0.995569543;addresspoint;0.769274828;76.92748277
14081;1064773;Manhattan;Inwood;Unknown;1022210039;C1;C;2;Multi-family walk-up;-73.92271685;40.86387352;5;61.85;1917;11;968.203125;2.883638005;addresspoint;0.247644072;24.76440721
14082;1048397;Manhattan;Upper East Side-Carnegie Hill;Unknown;1015220037;C7;C;4;Mixed residential/commercial;-73.95076646;40.78372422;5;53.52062841;1905;60;316.5859375;2.582217998;addresspoint;0.609756142;60.97561423
14083;1032148;Manhattan;Upper West Side (Central);Unknown;1012160013;C6;C;2;Multi-family walk-up;-73.97421862;40.78666758;4;56.4;1891;90;145.9960938;4.234879651;addresspoint;0.098892538;9.889253812
14084;1039652;Manhattan;East Midtown-Turtle Bay;Unknown;1013440010;C0;C;2;Multi-family walk-up;-73.96701396;40.7552705;4;42.78;1910;36;190.3554688;2.975129712;addresspoint;0.19307755;19.30775499
14085;1078732;Manhattan;Gramercy;Unknown;1008730015;D6;D;4;Mixed residential/commercial;-73.98752583;40.73617403;6;72.95;1969;36;;2.754850314;addresspoint;0.738474304;73.84743042
14086;1061084;Manhattan;Hamilton Heights-Sugar Hill;Unknown;1020510103;C5;C;2;Multi-family walk-up;-73.94433492;40.82219628;3;42.09;1910;27;110.046875;3.607821215;addresspoint;0.195334732;19.53347319
14087;1060429;Manhattan;Harlem (North);Unknown;1020280015;M1;M;8;Public facilities;-73.94188616;40.82056598;1;22.95;1930;26;370.5351563;2.387309019;addresspoint;0.363417995;36.34179955
14088;1011385;Manhattan;West Village;Unknown;1006240049;C7;C;4;Mixed residential/commercial;-74.0039681;40.73727137;5;62.30699899;1900;23;218.6757813;6.797009577;centroid_fallback;0.590109336;59.0109336
14089;1053128;Manhattan;East Harlem (North);Unknown;1017110039;B9;B;1;One & two family;-73.93363369;40.79670709;3;33.77;1901;11;371.921875;4.315370129;addresspoint;0.094879901;9.4879901
14090;1031317;Manhattan;Upper West Side (Central);Unknown;1011980040;C5;C;2;Multi-family walk-up;-73.97070704;40.78477377;4;69.11;1887;101;197.1679688;10.69015972;centroid_fallback;0.120508923;12.05089228
14091;1041928;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013950037;C7;C;4;Mixed residential/commercial;-73.966194;40.76266319;5;57.53124503;1920;57;427.9296875;1.928082692;addresspoint;0.653219509;65.32195089
14092;1058297;Manhattan;Harlem (North);Unknown;1019200062;M1;M;8;Public facilities;-73.94305622;40.81563816;3;43;1910;29;163.5859375;0.217156198;addresspoint;0.334206701;33.42067012
14093;1077459;Manhattan;East Village;Unknown;1003940048;C4;C;2;Multi-family walk-up;-73.9776861;40.72689057;4;44.57;1900;7;190.2773438;4.075222507;addresspoint;0.201688847;20.16888468
14094;1042016;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013960124;C1;C;2;Multi-family walk-up;-73.96661331;40.76342346;5;58.09;1910;50;212.171875;13.91278137;centroid_fallback;0.115259464;11.52594637
14095;1015542;Manhattan;Midtown South-Flatiron-Union Square;Unknown;1008230061;O5;O;5;Commercial & office;-73.99196208;40.74144995;6;76.38;1905;36;450.171875;1.029372453;addresspoint;0.860462295;86.0462295
14096;1028237;Manhattan;Upper West Side-Lincoln Square;Unknown;1011200009;P5;P;8;Public facilities;-73.98010414;40.77406127;4;74.8;1905;79;724.6328125;4.937985484;addresspoint;0.310921629;31.09216294
14097;1058376;Manhattan;Harlem (South);Unknown;1019220020;D7;D;4;Mixed residential/commercial;-73.95340647;40.8038602;7;80.08;1910;32;;4.286037437;addresspoint;0.756451743;75.64517426
14098;1078679;Manhattan;Upper East Side-Yorkville;Unknown;1015610047;D7;D;4;Mixed residential/commercial;-73.95117182;40.77392624;7;68.03;1960;47;609.4375;1.074535271;addresspoint;0.853833986;85.3833986
14099;1054431;Manhattan;East Harlem (North);Unknown;1017720017;C4;C;2;Multi-family walk-up;-73.93850376;40.80330013;6;63.84516738;1920;19;461.109375;3.072190633;addresspoint;0.276866996;27.68669963
14100;1028143;Manhattan;Upper West Side-Lincoln Square;Unknown;1011170052;C5;C;2;Multi-family walk-up;-73.98100486;40.77232369;5;61.51;1910;78;364.0976563;1.452429771;addresspoint;0.216632597;21.66325973
14101;1063160;Manhattan;Washington Heights (South);Unknown;1021310029;C1;C;2;Multi-family walk-up;-73.93529099;40.84423912;5;63.30347097;1915;180;846.4101563;2.015756267;addresspoint;0.13282935;13.28293496
14102;1058445;Manhattan;Harlem (South);Unknown;1019250013;D4;D;3;Multi-family elevator;-73.95247742;40.80590485;7;91.11;1910;30;811.4335938;2.58815584;addresspoint;0.625302048;62.53020476
14103;1041944;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013950062;B3;B;1;One & two family;-73.96797668;40.76358767;4;47.59;1910;47;152.5390625;1.979291094;addresspoint;0.200312931;20.03129315
14104;1038571;Manhattan;East Midtown-Turtle Bay;Unknown;1013280017;C6;C;2;Multi-family walk-up;-73.96734091;40.75784914;4;43.26267318;1900;42;245.4609375;3.573825388;addresspoint;0.140602717;14.06027172
14105;1030048;Manhattan;Upper West Side (Central);Unknown;1011460002;S9;S;4;Mixed residential/commercial;-73.98033532;40.78001996;3;39.22;1900;75;119.1484375;2.612653097;addresspoint;0.604812096;60.48120963
14106;1062575;Manhattan;Washington Heights (South);Unknown;1021090088;C7;C;4;Mixed residential/commercial;-73.93943306;40.83538522;6;62.71595748;1910;169;;2.562977211;addresspoint;0.52138414;52.13841398
14107;1079615;Manhattan;Chinatown-Two Bridges;Unknown;1002770020;C7;C;4;Mixed residential/commercial;-73.99461709;40.7124134;4;59;1900;30;289.046875;2.773022185;addresspoint;0.59328042;59.32804198
14108;1003308;Manhattan;Chinatown-Two Bridges;Unknown;1002760030;C7;C;4;Mixed residential/commercial;-73.99471428;40.71214029;5;56.09;1900;30;169.3945313;1.272734253;addresspoint;0.610315693;61.03156931
14109;1054788;Manhattan;East Harlem (North);Unknown;1018020030;G2;G;7;Transportation/utility;-73.93130401;40.80244963;1;20.09;1964;11;910.625;2.099513989;addresspoint;0.82659179;82.65917897
14110;1002800;Manhattan;Tribeca-Civic Center;Unknown;1002140009;D0;D;3;Multi-family elevator;-74.0096906;40.72133817;5;59.92;1889;13;229.0117188;1.136616062;addresspoint;0.761781805;76.17818046
14111;1051408;Manhattan;Harlem (South);Unknown;1015950006;C4;C;2;Multi-family walk-up;-73.95129903;40.79876192;5;56.29;1920;24;287.7421875;4.023785041;addresspoint;0.233858036;23.38580364
14112;1062390;Manhattan;Hamilton Heights-Sugar Hill;Unknown;1020920125;B1;B;1;One & two family;-73.95104777;40.82694333;3;40.35;1926;91;134.0390625;4.421311376;addresspoint;0.067412752;6.741275203
14113;1001595;Manhattan;Tribeca-Civic Center;Unknown;1001460002;D2;D;3;Multi-family elevator;-74.00784664;40.7157636;5;70.46;1861;24;225.8554688;10.78868673;centroid_fallback;0.397911314;39.79113137
14114;1062695;Manhattan;Washington Heights (South);Unknown;1021140066;C1;C;2;Multi-family walk-up;-73.94479351;40.83263261;5;69.11;1906;121;542.2226563;4.63188308;addresspoint;0.120452727;12.04527274
14115;1050045;Manhattan;Upper East Side-Yorkville;Unknown;1015500005;B1;B;1;One & two family;-73.95064634;40.77849276;3;42.51;1899;52;155.5234375;3.670482481;addresspoint;0.066611853;6.661185342
14116;1087272;Manhattan;East Harlem (North);Unknown;1017697501;RI;R;5;Commercial & office;-73.93815961;40.80105185;6;78;1930;13;;2.7114197;addresspoint;0.725322356;72.53223562
14117;1007584;Manhattan;SoHo-Little Italy-Hudson Square;Unknown;1004980026;D0;D;3;Multi-family elevator;-73.99931097;40.72346921;6;82.49;1871;30;274.09375;1.578218107;addresspoint;0.728619181;72.86191806
14118;1011123;Manhattan;West Village;Unknown;1006180056;C0;C;2;Multi-family walk-up;-74.00157341;40.73862686;3;45.33085621;1854;24;143.6289063;4.121291168;addresspoint;0.124662738;12.46627377
14119;1054865;Manhattan;East Harlem (North);Unknown;1018070014;C0;C;2;Multi-family walk-up;-73.93273711;40.79759733;2;33.23;1899;12;152.9726563;10.2216583;centroid_fallback;0.147427246;14.74272461
14120;1010192;Manhattan;West Village;Unknown;1005910040;D7;D;4;Mixed residential/commercial;-74.00381395;40.73315146;6;64.49;1889;23;;4.16273154;addresspoint;0.729535337;72.95353367
14121;1077621;Manhattan;Lower East Side;Unknown;1004110061;C7;C;4;Mixed residential/commercial;-73.98746229;40.7205917;5;56.61;1920;32;283.125;13.05217453;centroid_fallback;0.60050194;60.05019401
14122;1028467;Manhattan;Upper West Side-Lincoln Square;Unknown;1011210048;C1;C;2;Multi-family walk-up;-73.97888062;40.77468433;5;62.5;1896;86;272.0429688;2.448712708;addresspoint;0.116967318;11.69673178
14123;1060596;Manhattan;Harlem (North);Unknown;1020360047;M3;M;8;Public facilities;-73.93780057;40.82586727;4;60.07141285;1920;19;271.5273438;1.699373555;addresspoint;0.348069531;34.80695309
14124;1042397;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013990123;S1;S;4;Mixed residential/commercial;-73.96535979;40.76538554;4;46.89;1910;57;303.75;5.317301012;addresspoint;0.479823886;47.98238858
14125;1041914;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013950007;C7;C;4;Mixed residential/commercial;-73.96851074;40.76344852;5;58.15;1900;45;301.6445313;16.70434798;centroid_fallback;0.535691806;53.56918061
14126;1019093;Manhattan;Murray Hill-Kips Bay;Unknown;1008930031;A4;A;1;One & two family;-73.97754242;40.74817363;4;56.52;1910;53;124.2734375;3.572047142;addresspoint;0.132936973;13.29369728
14127;1041656;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013890032;C5;C;2;Multi-family walk-up;-73.9633382;40.77288073;5;57.34;1898;60;254.3554688;16.10662212;centroid_fallback;0.159910888;15.99108885
14128;1080655;Manhattan;East Harlem (South);Unknown;1016300038;C6;C;2;Multi-family walk-up;-73.94665336;40.7896695;5;13.02954327;1900;16;94.84375;11.69775968;centroid_fallback;0.150830266;15.08302662
14129;1063018;Manhattan;Washington Heights (South);Unknown;1021260025;C7;C;4;Mixed residential/commercial;-73.93857601;40.84156772;5;60.69767616;1922;169;455.375;10.86546075;centroid_fallback;0.502981491;50.29814914
14130;1081136;Manhattan;Midtown-Times Square;Unknown;1012720020;O6;O;5;Commercial & office;-73.97581912;40.76312547;10;178.73;1928;58;800.25;1.819561725;addresspoint;0.841475513;84.14755127
14131;1061355;Manhattan;Hamilton Heights-Sugar Hill;Unknown;1020600039;B9;B;1;One & two family;-73.94508216;40.8248417;3;45.01;1893;86;192.7851563;12.79959676;centroid_fallback;0.049023085;4.902308517
14132;1052235;Manhattan;East Harlem (North);Unknown;1016430015;C7;C;4;Mixed residential/commercial;-73.94226755;40.79815544;5;57.19842075;1910;23;284.7539063;2.285116009;addresspoint;0.645187324;64.51873244
14133;1044835;Manhattan;Upper East Side-Lenox Hill-Roosevelt Island;Unknown;1014450005;C5;C;2;Multi-family walk-up;-73.95870254;40.76742848;5;56.27;1910;55;236.234375;2.490681101;addresspoint;0.218318926;21.83189256
14134;1090683;Manhattan;Financial District-Battery Park City;Unknown;1000390041;HB;H;5;Commercial & office;-74.00738389;40.70555338;25;219;2021;10;531.2265625;4.38120775;addresspoint;0.958349852;95.83498518
14135;1083721;Manhattan;Midtown-Times Square;Unknown;1010070029;O9;O;5;Commercial & office;-73.97994409;40.76322151;49;38.86;1968;71;646.96875;16.24518634;centroid_fallback;0.996055756;99.60557557
14136;1038628;Manhattan;East Midtown-Turtle Bay;Unknown;1013320015;K4;K;4;Mixed residential/commercial;-73.9655869;40.76056602;6;70.83;1920;55;402.296875;3.12133166;addresspoint;0.779477902;77.94779023
14137;1064459;Manhattan;Washington Heights (North);Unknown;1021800483;D1;D;3;Multi-family elevator;-73.93391698;40.85578644;6;70.71;1940;98;;3.506609353;addresspoint;0.433345503;43.3345503
14138;1089253;Manhattan;The Battery-Governors Island-Ellis Island-Liberty Island;Unknown;1000010201;Z9;Z;Unknown;Unknown / other;-74.04315263;40.69820025;;18;1900;8;73.74609375;26.63762192;centroid_fallback;0.46890297;46.89029701
14139;1085348;Manhattan;Harlem (North);Unknown;1019427501;R2;R;2;Multi-family walk-up;-73.94540997;40.81759525;4;35;1994;26;273.2226563;0.702161544;addresspoint;0.343201427;34.32014275
14140;1043252;Manhattan;Upper East Side-Carnegie Hill;Unknown;1014130040;D4;D;3;Multi-family elevator;-73.95789305;40.77426079;18;206.7613886;1930;52;;2.149219948;addresspoint;0.698641655;69.86416555
14141;1017800;Manhattan;Gramercy;Unknown;1008710030;C6;C;2;Multi-family walk-up;-73.98752733;40.73454984;4;54.83;1900;37;253.7617188;4.251651272;addresspoint;0.135455317;13.54553166
14142;1055167;Manhattan;Harlem (South);Unknown;1018290038;C1;C;2;Multi-family walk-up;-73.95490393;40.80230413;5;64.86;1900;31;290.2226563;1.419697117;addresspoint;0.148146369;14.81463687
14143;1010067;Manhattan;West Village;Unknown;1005890010;K1;K;5;Commercial & office;-74.00271213;40.73113164;1;13.49;1941;18;215.4882813;1.244316011;addresspoint;0.786503704;78.65037044
14144;1090301;Manhattan;Upper East Side-Lenox Hill-Roosevelt Island;Unknown;1013730160;H2;H;5;Commercial & office;-73.95547799;40.7562216;19;230;2020;;;1.162594089;addresspoint;0.90630222;90.63022197
14145;1062675;Manhattan;Washington Heights (South);Unknown;1021120014;C7;C;4;Mixed residential/commercial;-73.93638898;40.8400953;6;66.06413511;1906;154;383.6132813;0.951811845;addresspoint;0.549980674;54.99806744
14146;1013987;Manhattan;Chelsea-Hudson Yards;Unknown;1007690047;C5;C;2;Multi-family walk-up;-73.99795325;40.74245507;3;32.88;1930;27;228.4453125;2.23377602;addresspoint;0.245399051;24.53990505
14147;1004943;Manhattan;East Village;Unknown;1003960027;C4;C;2;Multi-family walk-up;-73.97637978;40.72844365;5;55.54;1920;8;344.1210938;0;addresspoint;0.269656721;26.96567211
14148;1022563;Manhattan;Midtown-Times Square;Unknown;1009930011;O4;O;5;Commercial & office;-73.98622311;40.75439575;25;347.91;1924;57;;2.662093771;addresspoint;0.70721597;70.72159695
14149;1079288;Manhattan;Upper West Side-Lincoln Square;Unknown;1011220001;C7;C;4;Mixed residential/commercial;-73.97987438;40.77546937;5;61.43;1887;84;223.46875;2.106138598;addresspoint;0.533261876;53.32618757
14150;1062780;Manhattan;Washington Heights (South);Unknown;1021170057;C1;C;2;Multi-family walk-up;-73.94315472;40.83438135;6;64.82325249;1909;124;431.0976563;4.465330454;addresspoint;0.127435393;12.74353932
14151;1086143;Manhattan;East Harlem (North);Unknown;1017450132;C0;C;2;Multi-family walk-up;-73.94279374;40.80105793;4;39.36778223;2001;29;165.9609375;7.372496422;addresspoint;0.298440749;29.84407494
14152;1042741;Manhattan;Upper East Side-Carnegie Hill;Unknown;1014050042;S1;S;4;Mixed residential/commercial;-73.96180204;40.76914662;3;47.26;1867;76;177.2148438;3.64225911;addresspoint;0.350468885;35.04688852
14153;1077019;Manhattan;Murray Hill-Kips Bay;Unknown;1009060048;C7;C;4;Mixed residential/commercial;-73.98105954;40.74028723;3;40.87;1920;37;188.859375;2.376270752;addresspoint;0.601305669;60.13056686
14154;1022657;Manhattan;Midtown-Times Square;Unknown;1009980120;K4;K;4;Mixed residential/commercial;-73.98368131;40.75740385;5;54;1930;55;252.1640625;3.270544293;addresspoint;0.769019247;76.90192467
14155;1009259;Manhattan;Greenwich Village;Unknown;1005680016;C6;C;2;Multi-family walk-up;-73.99398015;40.73338508;3;47.06307519;1839;33;274.6484375;0.972183245;addresspoint;0.095116783;9.511678331
14156;1080199;Manhattan;West Village;Unknown;1006100009;C7;C;4;Mixed residential/commercial;-74.00276791;40.73419308;4;48.1;1910;25;144.5625;2.119964345;addresspoint;0.607408036;60.74080355
14157;1006412;Manhattan;East Village;Unknown;1004510022;C4;C;2;Multi-family walk-up;-73.98569757;40.72912281;5;54.35;1900;27;248.5390625;1.683468376;addresspoint;0.212940936;21.29409363
14158;1009434;Manhattan;Greenwich Village;Unknown;1005720047;C7;C;4;Mixed residential/commercial;-73.99691451;40.73272837;5;58.02;1851;24;328.9921875;13.91056604;centroid_fallback;0.490179446;49.01794457
14159;1032433;Manhattan;Upper West Side (Central);Unknown;1012200005;W3;W;8;Public facilities;-73.97278982;40.78952364;5;26;;102;351.5117188;15.84703499;centroid_fallback;0.249704031;24.9704031
14160;1050565;Manhattan;Upper East Side-Yorkville;Unknown;1015660128;C1;C;2;Multi-family walk-up;-73.94716206;40.77665903;5;56.78;1940;36;214.625;1.360008088;addresspoint;0.182527464;18.25274639
14161;1001652;Manhattan;Tribeca-Civic Center;Unknown;1001510010;O6;O;5;Commercial & office;-74.00658272;40.71615096;15;199.18;1954;25;;0.575123755;addresspoint;0.89094392;89.09439203
14162;1008830;Manhattan;Greenwich Village;Unknown;1005470026;W6;W;8;Public facilities;-73.99423478;40.72952321;6;78.95;1891;41;746.5546875;3.570516419;addresspoint;0.592364718;59.23647183
14163;1054786;Manhattan;East Harlem (North);Unknown;1017970100;W1;W;8;Public facilities;-73.93372225;40.79922787;4;53.68713864;1956;8;;34.44532403;centroid_fallback;0.421686183;42.1686183
14164;1026802;Manhattan;Hell's Kitchen;Unknown;1010640051;E7;E;6;Industrial/manufacturing;-73.98853767;40.76716193;6;84.66;1917;48;;14.8727686;centroid_fallback;0.639460019;63.94600189
14165;1031686;Manhattan;Upper West Side (Central);Unknown;1012080044;C0;C;2;Multi-family walk-up;-73.96636875;40.79128142;3;43.27;1892;106;202.28125;2.216519535;addresspoint;0.127527185;12.75271851
14166;1078206;Manhattan;West Village;Unknown;1006250056;D7;D;4;Mixed residential/commercial;-74.00409623;40.73794506;5;52.87805486;1900;20;143.9179688;1.587597842;addresspoint;0.728841303;72.88413026
14167;1051798;Manhattan;East Harlem (South);Unknown;1016280028;C4;C;2;Multi-family walk-up;-73.94816972;40.78827987;5;62.51882644;1910;39;303.9414063;3.763842726;addresspoint;0.209073066;20.90730663
14168;1059796;Manhattan;Manhattanville-West Harlem;Unknown;1019880105;C7;C;4;Mixed residential/commercial;-73.95232481;40.81929305;6;69.38;1905;134;409.6445313;2.328438109;addresspoint;0.56142627;56.14262701
14169;1046956;Manhattan;Upper East Side-Carnegie Hill;Unknown;1015000040;D4;D;3;Multi-family elevator;-73.95633468;40.78207854;15;165.32;1925;96;;16.2771982;centroid_fallback;0.552253714;55.22537142
14170;1060884;Manhattan;Harlem (North);Unknown;1020470007;D6;D;4;Mixed residential/commercial;-73.93847818;40.82811261;5;61.22;1910;15;346.0546875;2.574383224;addresspoint;0.668330728;66.83307279
14171;1025210;Manhattan;Hell's Kitchen;Unknown;1010420023;C1;C;2;Multi-family walk-up;-73.98642013;40.76347388;4;44.99;1920;64;239.8789063;13.70879233;centroid_fallback;0.114521814;11.45218143
14172;1047501;Manhattan;Upper East Side-Carnegie Hill;Unknown;1015080159;A4;A;1;One & two family;-73.95889035;40.77565773;3;43.99540573;1901;70;200.375;0.783637378;addresspoint;0.125192128;12.51921279
14173;1043786;Manhattan;Upper East Side-Lenox Hill-Roosevelt Island;Unknown;1014160010;A4;A;1;One & two family;-73.96466224;40.76258081;4;53.97;1875;60;166.8867188;3.63492701;addresspoint;0.108110566;10.81105657
14174;1053198;Manhattan;Harlem (South);Unknown;1017170043;C4;C;2;Multi-family walk-up;-73.94587559;40.8027297;5;57.51;1920;24;238.7773438;3.280051532;addresspoint;0.229767401;22.97674013
14175;1090373;Manhattan;The Battery-Governors Island-Ellis Island-Liberty Island;Unknown;1000010201;Z9;Z;Unknown;Unknown / other;-74.04269879;40.69789876;;53;1900;9;;22.56840958;centroid_fallback;0.483572453;48.35724533
14176;1001648;Manhattan;Tribeca-Civic Center;Unknown;1001500031;O6;O;5;Commercial & office;-74.00590785;40.71518086;18;234.53;1910;31;;0.065547451;addresspoint;0.873072827;87.30728269
14177;1010552;Manhattan;West Village;Unknown;1006060070;C0;C;2;Multi-family walk-up;-73.99889279;40.73505616;3;33.77;1852;20;123.9960938;10.15313011;centroid_fallback;0.115873875;11.58738753
14178;1085386;Manhattan;Washington Heights (North);Unknown;1021790218;C1;C;2;Multi-family walk-up;-73.9373012;40.85483778;5;60.1;1924;221;688.4375;3.169035972;addresspoint;0.109782402;10.97824024
14179;1008761;Manhattan;Greenwich Village;Unknown;1005430057;S1;S;4;Mixed residential/commercial;-74.00008743;40.73073187;3;40.8;1829;23;156.453125;3.321479501;addresspoint;0.343596873;34.35968731
14180;1018223;Manhattan;Murray Hill-Kips Bay;Unknown;1008840048;D6;D;4;Mixed residential/commercial;-73.98086777;40.74252456;17;150.33;1974;38;970.0234375;4.991127087;addresspoint;0.906871369;90.68713694
14181;1059799;Manhattan;Manhattanville-West Harlem;Unknown;1019880109;C7;C;4;Mixed residential/commercial;-73.95212085;40.81959102;6;68.39;1910;141;476.3046875;2.247260611;addresspoint;0.575660603;57.56606032
14182;1051935;Manhattan;East Harlem (South);Unknown;1016310047;C4;C;2;Multi-family walk-up;-73.94674321;40.79052041;4;47.99524027;1910;10;255.296875;4.25269304;addresspoint;0.215193134;21.51931344
14183;1019126;Manhattan;Murray Hill-Kips Bay;Unknown;1008940009;S9;S;4;Mixed residential/commercial;-73.97854603;40.74944309;4;60.02;1864;66;337.1757813;3.926978444;addresspoint;0.582936082;58.2936082
14184;1003562;Manhattan;Chinatown-Two Bridges;Unknown;1002830013;C4;C;2;Multi-family walk-up;-73.99103858;40.71351861;5;57.84;1900;33;313.3085938;3.422844534;addresspoint;0.207331798;20.73317977
14185;1013807;Manhattan;Chelsea-Hudson Yards;Unknown;1007660029;D1;D;3;Multi-family elevator;-73.99953876;40.740458;5;57.38;1915;26;273.0390625;3.756690213;addresspoint;0.44729433;44.72943301
14186;1008024;Manhattan;SoHo-Little Italy-Hudson Square;Unknown;1005160007;D0;D;3;Multi-family elevator;-74.00075155;40.72664425;6;90.02246375;1886;16;;1.617215575;addresspoint;0.754303587;75.43035867
14187;1041976;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013960021;S9;S;4;Mixed residential/commercial;-73.96688516;40.76357506;5;52.45;1910;49;232.3945313;2.455962022;addresspoint;0.696186531;69.61865314
14188;1008679;Manhattan;Greenwich Village;Unknown;1005390030;C7;C;4;Mixed residential/commercial;-73.99941397;40.72909363;6;70.82;1900;25;324.4648438;3.463754715;addresspoint;0.637150672;63.71506721
14189;1041491;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013880008;D4;D;3;Multi-family elevator;-73.96554301;40.77297678;5;94.38;1903;65;;16.19998058;centroid_fallback;0.367505099;36.75050992
14190;1079211;Manhattan;Tribeca-Civic Center;Unknown;1001520025;O5;O;5;Commercial & office;-74.004956;40.71623621;5;81.21;1864;33;;2.537311182;addresspoint;0.781271438;78.12714382
14191;1084892;Manhattan;East Village;Unknown;1004077501;RM;R;4;Mixed residential/commercial;-73.9802608;40.72985438;4;37;1920;16;108.7539063;25.5244327;centroid_fallback;0.63738491;63.73849104
14192;1002953;Manhattan;SoHo-Little Italy-Hudson Square;Unknown;1002280001;S4;S;4;Mixed residential/commercial;-74.00386178;40.72112259;5;62.88;1855;10;237.3320313;2.212179516;addresspoint;0.705121378;70.51213784
14193;1089484;Manhattan;Midtown South-Flatiron-Union Square;Unknown;1008450002;Q1;Q;9;Open space/recreation;-73.98958836;40.73630877;1;10.82428026;2009;44;118.6835938;23.49049578;centroid_fallback;0.263585372;26.35853716
14194;1056599;Manhattan;Upper West Side-Manhattan Valley;Unknown;1018760039;C1;C;2;Multi-family walk-up;-73.9669994;40.79988585;5;64.29;1926;103;316.3554688;1.457961276;addresspoint;0.137409557;13.74095567
14195;1023162;Manhattan;Midtown-Times Square;Unknown;1010050049;U7;U;7;Transportation/utility;-73.98069703;40.76218802;;89.26;;67;;1.283024358;addresspoint;0.662339641;66.23396415
14196;1041986;Manhattan;Upper East Side-Carnegie Hill;Unknown;1013960033;D4;D;3;Multi-family elevator;-73.96572184;40.76325824;39;386.7;1983;59;;4.412388764;addresspoint;0.925026858;92.50268582
14197;1008902;Manhattan;Greenwich Village;Unknown;1005520071;S5;S;4;Mixed residential/commercial;-73.9999885;40.73223446;4;45.01;1854;23;163.2265625;3.362309643;addresspoint;0.611054512;61.10545123
14198;1050600;Manhattan;Upper East Side-Yorkville;Unknown;1015670037;D1;D;3;Multi-family elevator;-73.94752955;40.77761176;5;55.73458104;1950;38;811.3203125;1.971533897;addresspoint;0.59681525;59.68152495
14199;1054179;Manhattan;East Harlem (North);Unknown;1017530017;C9;C;2;Multi-family walk-up;-73.93928108;40.80801382;3;49.45;1905;20;109.9453125;4.460083958;addresspoint;0.153246387;15.32463867
14200;1085544;Manhattan;West Village;Unknown;1006147501;RM;R;4;Mixed residential/commercial;-74.00189525;40.73664868;3;40;1920;20;79.1171875;1.698540795;addresspoint;0.71264665;71.26466504
14201;1082426;Manhattan;Hell's Kitchen;Unknown;1010640025;C4;C;2;Multi-family walk-up;-73.98745058;40.7663251;4;41.91;1910;64;239.3359375;9.999426499;centroid_fallback;0.166036608;16.60366076
14202;1089399;Manhattan;East Harlem (South);Unknown;1016160051;D6;D;4;Mixed residential/commercial;-73.94707051;40.79654475;7;69;2010;16;267.0507813;1.518015354;addresspoint;0.824063418;82.40634183
14203;1008954;Manhattan;Greenwich Village;Unknown;1005550001;D4;D;3;Multi-family elevator;-73.99112274;40.73121877;21;205.18;1960;40;;2.185182167;addresspoint;0.80609895;80.60989504
14204;1001003;Manhattan;Financial District-Battery Park City;Unknown;1000407501;RB;R;5;Commercial & office;-74.00791127;40.70598177;19;214.21;1925;15;;1.733400719;addresspoint;0.752783948;75.27839482
14205;1013846;Manhattan;Chelsea-Hudson Yards;Unknown;1007670005;C7;C;4;Mixed residential/commercial;-74.00062267;40.74184581;6;67.63;1900;21;305.921875;2.174271958;addresspoint;0.647684334;64.7684334
14206;1060310;Manhattan;Harlem (North);Unknown;1020240051;B1;B;1;One & two family;-73.94359151;40.81838102;3;45.11074794;1891;27;154.3164063;4.393745648;addresspoint;0.067621884;6.762188373
14207;1077557;Manhattan;East Village;Unknown;1004320001;D4;D;3;Multi-family elevator;-73.98584848;40.72580704;21;183.61;1962;24;;7.971755374;centroid_fallback;0.815157559;81.51575593
14208;1058743;Manhattan;Harlem (North);Unknown;1019370116;C5;C;2;Multi-family walk-up;-73.94688504;40.81351862;3;43.71;1910;28;126.4101563;5.483594229;addresspoint;0.189105348;18.91053478
14209;1051350;Manhattan;Upper East Side-Yorkville;Unknown;1015850034;D1;D;3;Multi-family elevator;-73.94421443;40.7770217;5;56.79;1910;17;295.421875;11.19421943;centroid_fallback;0.413640555;41.36405554
14210;1004011;Manhattan;Chinatown-Two Bridges;Unknown;1003090016;S9;S;4;Mixed residential/commercial;-73.99030801;40.71686391;3.5;49;;36;448.671875;1.936959038;addresspoint;0.709864194;70.98641941
